ensembl_gene_id,entrezgene_id,external_gene_name,uniprot_gn_symbol
ENSG00000231712,NA,NA,NA
ENSG00000231722,NA,NA,NA
ENSG00000231723,NA,NA,NA
ENSG00000231731,NA,NA,NA
ENSG00000231735,643960,RPS2P18,NA
ENSG00000231739,NA,NA,NA
ENSG00000231747,NA,NA,NA
ENSG00000231758,NA,NA,NA
ENSG00000231766,107075181,MTCO2P5,NA
ENSG00000231777,100873243,MTND4P21,NA
ENSG00000231780,127379686,RBISP6,NA
ENSG00000231781,NA,NA,NA
ENSG00000231802,NA,NA,NA
ENSG00000231815,NA,NA,NA
ENSG00000231821,442006,NPM1P48,NA
ENSG00000231822,NA,NA,NA
ENSG00000231848,124907760,LOC124907760,NA
ENSG00000231877,NA,NA,NA
ENSG00000231890,NA,NA,NA
ENSG00000231896,NA,NA,NA
ENSG00000231897,100631261,MARK2P14,NA
ENSG00000231898,101929753,MYO3B-AS1,NA
ENSG00000231903,NA,NA,NA
ENSG00000231915,100130785,SALL4P5,NA
ENSG00000231926,NA,NA,NA
ENSG00000231940,440732,RPS7P3,NA
ENSG00000231954,100873228,MTND2P22,NA
ENSG00000231955,NA,NA,NA
ENSG00000231969,101929231,MMADHC-DT,NA
ENSG00000231979,NA,NA,NA
ENSG00000232001,NA,NA,NA
ENSG00000232028,NA,NA,NA
ENSG00000232034,NA,NA,NA
ENSG00000232044,NA,NA,NA
ENSG00000232056,NA,NA,NA
ENSG00000232057,NA,NA,NA
ENSG00000232059,NA,NA,NA
ENSG00000232085,NA,NA,NA
ENSG00000232089,NA,NA,NA
ENSG00000232090,NA,NA,NA
ENSG00000232101,NA,NA,NA
ENSG00000232114,NA,NA,NA
ENSG00000232128,107075218,MTCO3P45,NA
ENSG00000232133,100874399,IMPDH1P10,NA
ENSG00000232140,NA,NA,NA
ENSG00000232144,NA,NA,NA
ENSG00000232153,NA,NA,NA
ENSG00000232154,107075258,MTCYBP15,NA
ENSG00000232166,100270855,RPL9P10,NA
ENSG00000232167,NA,NA,NA
ENSG00000232175,NA,NA,NA
ENSG00000232184,NA,NA,NA
ENSG00000232202,NA,NA,NA
ENSG00000232215,81465,OR2L6P,NA
ENSG00000232227,NA,NA,NA
ENSG00000232228,NA,NA,NA
ENSG00000232238,NA,NA,NA
ENSG00000232277,100422091,SLC30A6P1,NA
ENSG00000232285,100856810,ELOBP3,NA
ENSG00000232292,542,ALDH7A1P2,NA
ENSG00000232306,NA,NA,NA
ENSG00000232320,NA,NA,NA
ENSG00000232328,NA,NA,NA
ENSG00000232337,100131736,LOC100131736,NA
ENSG00000232347,NA,NA,NA
ENSG00000232349,NA,NA,NA
ENSG00000232359,NA,NA,NA
ENSG00000232403,100270969,RPL27P5,NA
ENSG00000232408,NA,NA,NA
ENSG00000232409,NA,NA,NA
ENSG00000232430,100270984,RPL31P15,NA
ENSG00000232444,NA,NA,NA
ENSG00000232451,NA,NA,NA
ENSG00000232474,NA,NA,NA
ENSG00000232479,100887068,KRT8P52,NA
ENSG00000232485,NA,NA,NA
ENSG00000232502,NA,NA,NA
ENSG00000232503,NA,NA,NA
ENSG00000232504,NA,NA,NA
ENSG00000232508,NA,NA,NA
ENSG00000232518,NA,NA,NA
ENSG00000232526,100420568,VDAC1P13,NA
ENSG00000232531,100421788,KMT5AP2,NA
ENSG00000232555,NA,NA,NA
ENSG00000232556,100421289,PRCPP1,NA
ENSG00000232563,106480279,CRB3P1,NA
ENSG00000232568,NA,NA,NA
ENSG00000232594,NA,NA,NA
ENSG00000232597,NA,NA,NA
ENSG00000232604,NA,NA,NA
ENSG00000232625,100271460,RPL23AP31,NA
ENSG00000232631,100873229,MTND2P23,NA
ENSG00000232642,105374328,LOC105374328,NA
ENSG00000232658,NA,NA,NA
ENSG00000232668,NA,NA,NA
ENSG00000232690,NA,NA,NA
ENSG00000232693,NA,NA,NA
ENSG00000232696,NA,NA,NA
ENSG00000232713,NA,NA,NA
ENSG00000232714,100873185,MTND3P8,NA
ENSG00000232717,643126,TRIM51JP,NA
ENSG00000232718,NA,NA,NA
ENSG00000232719,NA,NA,NA
ENSG00000232723,100271069,RPS17P7,NA
ENSG00000232732,101927687,LOC101927687,NA
ENSG00000232742,NA,NA,NA
ENSG00000232747,NA,NA,NA
ENSG00000232760,100859919,LOC100859919,NA
ENSG00000232766,107986034,KIAA1143P2,NA
ENSG00000232772,100873244,MTND4P22,NA
ENSG00000232789,NA,NA,NA
ENSG00000232793,NA,NA,NA
ENSG00000232799,NA,NA,NA
ENSG00000232800,100289450,SLC7A15P,NA
ENSG00000232835,NA,NA,NA
ENSG00000232901,NA,NA,NA
ENSG00000232908,NA,NA,NA
ENSG00000232915,NA,NA,NA
ENSG00000232931,NA,NA,NA
ENSG00000232953,NA,NA,NA
ENSG00000232958,NA,NA,NA
ENSG00000232963,NA,NA,NA
ENSG00000232970,NA,NA,NA
ENSG00000232979,NA,NA,NA
ENSG00000232982,107075174,MTCO1P45,NA
ENSG00000232989,NA,NA,NA
ENSG00000232990,106480798,MTATP6P7,NA
ENSG00000232992,129560,AHCYP4,NA
ENSG00000232994,NA,NA,NA
ENSG00000233005,NA,NA,NA
ENSG00000233018,NA,NA,NA
ENSG00000233026,106480318,MTCO1P5,NA
ENSG00000233031,100287498,LOC100287498,NA
ENSG00000233037,NA,NA,NA
ENSG00000233039,100873266,MTND5P30,NA
ENSG00000233045,NA,NA,NA
ENSG00000233060,NA,NA,NA
ENSG00000233083,106481787,FTH1P6,NA
ENSG00000233084,653789,RPL23AP25,NA
ENSG00000233105,NA,NA,NA
ENSG00000233107,100129863,SUCLA2P2,NA
ENSG00000233121,100312775,VN1R20P,NA
ENSG00000233131,100127924,RPS15AP14,NA
ENSG00000233133,NA,NA,NA
ENSG00000233134,107075279,MTND3P17,NA
ENSG00000233155,NA,NA,NA
ENSG00000233158,100216339,RPS24P6,NA
ENSG00000233159,100129418,RPL31P16,NA
ENSG00000233204,100422229,MAPRE1P3,NA
ENSG00000233205,NA,NA,NA
ENSG00000233248,106478946,MTND6P9,NA
ENSG00000233252,106480793,CRIP1P1,NA
ENSG00000233266,100873894,HMGB1P31,NA
ENSG00000233275,NA,NA,NA
ENSG00000233285,107075121,MTCYBP10,NA
ENSG00000233286,100873239,MTND3P10,NA
ENSG00000233299,NA,NA,NA
ENSG00000233307,NA,NA,NA
ENSG00000233311,107075178,MTCO1P54,NA
ENSG00000233329,100271067,RPS16P3,NA
ENSG00000233335,100271324,RPL36AP14,NA
ENSG00000233339,NA,NA,NA
ENSG00000233370,100287074,ACTR1AP1,NA
ENSG00000233397,NA,NA,NA
ENSG00000233416,100271101,RPS25P3,NA
ENSG00000233426,339799,EIF3FP3,NA
ENSG00000233428,111082980,PPIAP65,NA
ENSG00000233444,NA,NA,NA
ENSG00000233445,100270937,RPL17P11,NA
ENSG00000233447,NA,NA,NA
ENSG00000233459,729532,LOC729532,NA
ENSG00000233479,NA,NA,NA
ENSG00000233494,NA,NA,NA
ENSG00000233502,NA,NA,NA
ENSG00000233519,NA,NA,NA
ENSG00000233538,NA,NA,NA
ENSG00000233544,100129045,EIF3KP2,NA
ENSG00000233550,107075220,MTCYBP8,NA
ENSG00000233553,NA,NA,NA
ENSG00000233570,100996597,LINC00690,NA
ENSG00000233579,645834,KRT8P15,NA
ENSG00000233581,NA,NA,NA
ENSG00000233587,102723362,LINC01884,NA
ENSG00000233594,NA,NA,NA
ENSG00000233615,100287266,HNRNPA1P42,NA
ENSG00000233648,NA,NA,NA
ENSG00000233671,100132498,CENPNP1,NA
ENSG00000233673,NA,NA,NA
ENSG00000233684,NA,NA,NA
ENSG00000233702,100271018,RPL37P13,NA
ENSG00000233707,NA,NA,NA
ENSG00000233709,100873249,MTND4P28,NA
ENSG00000233714,NA,NA,NA
ENSG00000233716,NA,NA,NA
ENSG00000233723,400955,LINC01122,NA
ENSG00000233735,NA,NA,NA
ENSG00000233741,100129234,RPL27P7,NA
ENSG00000233747,NA,NA,NA
ENSG00000233751,NA,NA,NA
ENSG00000233752,100270956,RPL21P36,NA
ENSG00000233762,401019,RPS15P4,NA
ENSG00000233766,NA,NA,NA
ENSG00000233786,NA,NA,NA
ENSG00000233829,NA,NA,NA
ENSG00000233842,NA,NA,NA
ENSG00000233845,NA,NA,NA
ENSG00000233849,NA,NA,NA
ENSG00000233850,NA,NA,NA
ENSG00000233862,NA,NA,NA
ENSG00000233868,NA,NA,NA
ENSG00000233869,130429,RPSAP27,NA
ENSG00000233870,NA,NA,NA
ENSG00000233872,NA,NA,NA
ENSG00000233888,107075268,MTCO2P17,NA
ENSG00000233891,NA,NA,NA
ENSG00000233912,NA,NA,NA
ENSG00000233934,NA,NA,NA
ENSG00000233939,100271299,RPL27AP4,NA
ENSG00000233953,NA,NA,NA
ENSG00000233955,402093,AHCYP3,NA
ENSG00000233970,NA,NA,NA
ENSG00000233971,NA,NA,NA
ENSG00000233978,NA,NA,NA
ENSG00000233996,NA,NA,NA
ENSG00000233999,NA,NA,NA
ENSG00000234022,NA,NA,NA
ENSG00000234028,101928403,EIF2AK3-DT,NA
ENSG00000234044,NA,NA,NA
ENSG00000234048,106480777,CIAO2AP1,NA
ENSG00000234060,NA,NA,NA
ENSG00000234061,NA,NA,NA
ENSG00000234065,100873247,MTND4P26,NA
ENSG00000234072,NA,NA,NA
ENSG00000234073,107986032,CBX3P10,NA
ENSG00000234116,NA,NA,NA
ENSG00000234119,NA,NA,NA
ENSG00000234123,131973,RHBDF1P1,NA
ENSG00000234143,404204,UGT1A13P,NA
ENSG00000234148,101927424,LINC01961,NA
ENSG00000234158,645065,RPEP2,NA
ENSG00000234162,NA,NA,NA
ENSG00000234169,NA,NA,NA
ENSG00000234172,NA,NA,NA
ENSG00000234174,NA,NA,NA
ENSG00000234189,NA,NA,NA
ENSG00000234193,NA,NA,NA
ENSG00000234207,NA,NA,NA
ENSG00000234231,730268,ANAPC1P4,NA
ENSG00000234235,NA,NA,NA
ENSG00000234253,130728,RPL7P13,NA
ENSG00000234272,NA,NA,NA
ENSG00000234275,NA,NA,NA
ENSG00000234279,NA,NA,NA
ENSG00000234281,NA,NA,NA
ENSG00000234285,100421189,GAPDHP49,NA
ENSG00000234325,359802,MRPS10P2,NA
ENSG00000234362,101929723,LINC01914,NA
ENSG00000234378,NA,NA,NA
ENSG00000234389,NA,NA,NA
ENSG00000234398,NA,NA,NA
ENSG00000234415,344178,RPL5P7,NA
ENSG00000234429,100287912,ANKRD11P1,NA
ENSG00000234431,NA,NA,NA
ENSG00000234446,NA,NA,NA
ENSG00000234455,NA,NA,NA
ENSG00000234464,NA,NA,NA
ENSG00000234480,107075149,MTCO2P18,NA
ENSG00000234485,402077,OR7E46P,NA
ENSG00000234488,647112,RPL27P6,NA
ENSG00000234491,NA,NA,NA
ENSG00000234521,NA,NA,NA
ENSG00000234559,100129819,RPL22P7,NA
ENSG00000234576,100873214,MTND1P26,NA
ENSG00000234579,NA,NA,NA
ENSG00000234584,NA,NA,NA
ENSG00000234587,351143,MRPL50P1,NA
ENSG00000234588,NA,NA,NA
ENSG00000234595,NA,NA,NA
ENSG00000234597,101928196,LOC101928196,NA
ENSG00000234624,NA,NA,NA
ENSG00000234632,106479026,NECAP1P2,NA
ENSG00000234638,NA,NA,NA
ENSG00000234645,NA,NA,NA
ENSG00000234663,NA,NA,NA
ENSG00000234682,100420574,VDAC2P4,NA
ENSG00000234714,NA,NA,NA
ENSG00000234723,127379687,FCRL4P1,NA
ENSG00000234731,107075210,MTND4LP16,NA
ENSG00000234732,106481798,RPEP5,NA
ENSG00000234737,729211,KRT18P15,NA
ENSG00000234793,NA,NA,NA
ENSG00000234796,NA,NA,NA
ENSG00000234818,NA,NA,NA
ENSG00000234837,100419684,LOC100419684,NA
ENSG00000234842,107075148,MTCO2P16,NA
ENSG00000234872,NA,NA,NA
ENSG00000234877,NA,NA,NA
ENSG00000234890,NA,NA,NA
ENSG00000234896,NA,NA,NA
ENSG00000234898,NA,NA,NA
ENSG00000234902,NA,NA,NA
ENSG00000234903,NA,NA,NA
ENSG00000234919,NA,NA,NA
ENSG00000234929,NA,NA,NA
ENSG00000234932,NA,NA,NA
ENSG00000234934,100873265,MTND5P29,NA
ENSG00000234936,NA,NA,NA
ENSG00000234938,NA,NA,NA
ENSG00000234939,100873224,MTND2P18,NA
ENSG00000234940,NA,NA,NA
ENSG00000234943,NA,NA,NA
ENSG00000234946,NA,NA,NA
ENSG00000234988,105373507,LINC01849,NA
ENSG00000234997,NA,NA,NA
ENSG00000235013,NA,NA,NA
ENSG00000235021,NA,NA,NA
ENSG00000235035,NA,NA,NA
ENSG00000235042,NA,NA,NA
ENSG00000235047,NA,NA,NA
ENSG00000235056,NA,NA,NA
ENSG00000235064,NA,NA,NA
ENSG00000235066,NA,NA,NA
ENSG00000235070,NA,NA,NA
ENSG00000235072,NA,NA,NA
ENSG00000235078,NA,NA,NA
ENSG00000235080,100873261,MTND5P23,NA
ENSG00000235092,NA,NA,NA
ENSG00000235096,NA,NA,NA
ENSG00000235127,NA,NA,NA
ENSG00000235128,NA,NA,NA
ENSG00000235129,NA,NA,NA
ENSG00000235147,NA,NA,NA
ENSG00000235151,NA,NA,NA
ENSG00000235152,NA,NA,NA
ENSG00000235158,NA,NA,NA
ENSG00000235186,NA,NA,NA
ENSG00000235192,NA,NA,NA
ENSG00000235218,NA,NA,NA
ENSG00000235225,653773,RPL31P17,NA
ENSG00000235232,NA,NA,NA
ENSG00000235235,3531,IGKV1OR2-1,NA
ENSG00000235240,NA,NA,NA
ENSG00000235242,NA,NA,NA
ENSG00000235258,107075097,NDUFB4P6,NA
ENSG00000235267,NA,NA,NA
ENSG00000235289,NA,NA,NA
ENSG00000235318,107075100,MTND4LP13,NA
ENSG00000235319,NA,NA,NA
ENSG00000235321,NA,NA,NA
ENSG00000235325,NA,NA,NA
ENSG00000235335,105616981,B3GALT1-AS1,NA
ENSG00000235337,NA,NA,NA
ENSG00000235338,NA,NA,NA
ENSG00000235351,NA,NA,NA
ENSG00000235352,NA,NA,NA
ENSG00000235369,NA,NA,NA
ENSG00000235371,NA,NA,NA
ENSG00000235386,NA,NA,NA
ENSG00000235403,NA,NA,NA
ENSG00000235411,NA,NA,NA
ENSG00000235414,391462,RPSAP24,NA
ENSG00000235419,NA,NA,NA
ENSG00000235424,NA,NA,NA
ENSG00000235433,107075274,MTATP6P17,NA
ENSG00000235435,NA,NA,NA
ENSG00000235440,100270858,RPS2P15,NA
ENSG00000235444,130700,PSMB3P2,NA
ENSG00000235463,NA,NA,NA
ENSG00000235467,645998,RPL10AP5,NA
ENSG00000235486,NA,NA,NA
ENSG00000235491,NA,NA,NA
ENSG00000235493,NA,NA,NA
ENSG00000235495,NA,NA,NA
ENSG00000235497,NA,NA,NA
ENSG00000235499,NA,NA,NA
ENSG00000235519,NA,NA,NA
ENSG00000235522,NA,NA,NA
ENSG00000235534,NA,NA,NA
ENSG00000235537,NA,NA,NA
ENSG00000235548,NA,NA,NA
ENSG00000235571,NA,NA,NA
ENSG00000235576,NA,NA,NA
ENSG00000235579,NA,NA,NA
ENSG00000235584,NA,NA,NA
ENSG00000235586,NA,NA,NA
ENSG00000235597,150568,LINC01102,NA
ENSG00000235605,100271066,RPS15P2,NA
ENSG00000235610,NA,NA,NA
ENSG00000235615,NA,NA,NA
ENSG00000235616,NA,NA,NA
ENSG00000235629,NA,NA,NA
ENSG00000235638,106478948,MTND6P14,NA
ENSG00000235640,100422580,ELOAP1,NA
ENSG00000235644,644911,RPL10P5,NA
ENSG00000235651,100422338,G3BP1P1,NA
ENSG00000235653,100419512,LOC100419512,NA
ENSG00000235655,NA,NA,NA
ENSG00000235670,100271158,RPL21P40,NA
ENSG00000235674,NA,NA,NA
ENSG00000235688,NA,NA,NA
ENSG00000235716,391458,KRT18P46,NA
ENSG00000235717,NA,NA,NA
ENSG00000235721,NA,NA,NA
ENSG00000235724,NA,NA,NA
ENSG00000235726,NA,NA,NA
ENSG00000235734,NA,NA,NA
ENSG00000235749,NA,NA,NA
ENSG00000235761,107075293,MTCO3P46,NA
ENSG00000235774,NA,NA,NA
ENSG00000235779,105373346,LOC105373346,NA
ENSG00000235817,729257,RPS24P4,NA
ENSG00000235818,NA,NA,NA
ENSG00000235833,NA,NA,NA
ENSG00000235840,NA,NA,NA
ENSG00000235847,NA,NA,NA
ENSG00000235848,NA,NA,NA
ENSG00000235852,NA,NA,NA
ENSG00000235861,NA,NA,NA
ENSG00000235864,130195,HSPA8P6,NA
ENSG00000235871,NA,NA,NA
ENSG00000235881,NA,NA,NA
ENSG00000235904,NA,NA,NA
ENSG00000235911,NA,NA,NA
ENSG00000235934,NA,NA,NA
ENSG00000235937,NA,NA,NA
ENSG00000235951,100419685,LOC100419685,NA
ENSG00000235959,NA,NA,NA
ENSG00000235968,NA,NA,NA
ENSG00000235990,645962,RPL23AP20,NA
ENSG00000235993,NA,NA,NA
ENSG00000235995,100287279,UBE2V1P6,NA
ENSG00000235997,NA,NA,NA
ENSG00000236007,107075175,MTCO1P46,NA
ENSG00000236026,NA,NA,NA
ENSG00000236031,NA,NA,NA
ENSG00000236047,100271277,RPL13AP12,NA
ENSG00000236062,NA,NA,NA
ENSG00000236090,NA,NA,NA
ENSG00000236099,NA,NA,NA
ENSG00000236101,100874390,RAC1P7,NA
ENSG00000236116,NA,NA,NA
ENSG00000236124,NA,NA,NA
ENSG00000236141,NA,NA,NA
ENSG00000236145,NA,NA,NA
ENSG00000236148,130773,RPL23AP37,NA
ENSG00000236152,NA,NA,NA
ENSG00000236153,NA,NA,NA
ENSG00000236158,100131711,RFC3P1,NA
ENSG00000236162,NA,NA,NA
ENSG00000236165,NA,NA,NA
ENSG00000236167,100421188,GAPDHP57,NA
ENSG00000236193,NA,NA,NA
ENSG00000236209,NA,NA,NA
ENSG00000236211,107075263,MTCO1P7,NA
ENSG00000236231,NA,NA,NA
ENSG00000236244,NA,NA,NA
ENSG00000236255,NA,NA,NA
ENSG00000236259,100287361,PPIAP64,NA
ENSG00000236283,NA,NA,NA
ENSG00000236289,104797537,GACAT3,NA
ENSG00000236295,NA,NA,NA
ENSG00000236300,107075239,MTND4LP12,NA
ENSG00000236307,NA,NA,NA
ENSG00000236330,100270832,RPL5P9,NA
ENSG00000236348,388925,PSMC1P10,NA
ENSG00000236356,NA,NA,NA
ENSG00000236358,NA,NA,NA
ENSG00000236372,NA,NA,NA
ENSG00000236380,NA,NA,NA
ENSG00000236391,100289479,LOC100289479,NA
ENSG00000236397,NA,NA,NA
ENSG00000236431,NA,NA,NA
ENSG00000236432,654841,MFF-DT,NA
ENSG00000236440,NA,NA,NA
ENSG00000236445,NA,NA,NA
ENSG00000236449,NA,NA,NA
ENSG00000236451,NA,NA,NA
ENSG00000236452,NA,NA,NA
ENSG00000236469,NA,NA,NA
ENSG00000236478,NA,NA,NA
ENSG00000236485,NA,NA,NA
ENSG00000236498,NA,NA,NA
ENSG00000236501,NA,NA,NA
ENSG00000236516,NA,NA,NA
ENSG00000236525,NA,NA,NA
ENSG00000236533,NA,NA,NA
ENSG00000236538,NA,NA,NA
ENSG00000236549,NA,NA,NA
ENSG00000236555,NA,NA,NA
ENSG00000236564,100130391,YWHAQP5,NA
ENSG00000236570,131185,RAD23BP1,NA
ENSG00000236572,NA,NA,NA
ENSG00000236590,106480797,MTATP6P4,NA
ENSG00000236595,391436,MED15P5,NA
ENSG00000236596,NA,NA,NA
ENSG00000236605,NA,NA,NA
ENSG00000236634,NA,NA,NA
ENSG00000236653,NA,NA,NA
ENSG00000236655,100422417,SLC6A14P3,NA
ENSG00000236664,NA,NA,NA
ENSG00000236665,NA,NA,NA
ENSG00000236667,100271298,RPL27AP3,NA
ENSG00000236681,NA,NA,NA
ENSG00000236695,NA,NA,NA
ENSG00000236732,127379693,RPL21P137,NA
ENSG00000236750,NA,NA,NA
ENSG00000236760,NA,NA,NA
ENSG00000236775,100419806,LOC100419806,NA
ENSG00000236785,100422339,SDR42E1P5,NA
ENSG00000236832,100131562,CBY1P1,NA
ENSG00000236837,NA,NA,NA
ENSG00000236841,101929532,LOC101929532,NA
ENSG00000236847,NA,NA,NA
ENSG00000236863,100271292,RPL23AP23,NA
ENSG00000236877,NA,NA,NA
ENSG00000236878,107075301,MTATP6P26,NA
ENSG00000236885,NA,NA,NA
ENSG00000236913,100129718,RPS13P3,NA
ENSG00000236917,100131207,DNAJA1P2,NA
ENSG00000236956,401007,NF1P8,NA
ENSG00000236969,NA,NA,NA
ENSG00000236989,NA,NA,NA
ENSG00000237007,100418769,KRT18P52,NA
ENSG00000237016,100129456,LOC100129456,NA
ENSG00000237024,100270953,RPL21P33,NA
ENSG00000237031,NA,NA,NA
ENSG00000237035,NA,NA,NA
ENSG00000237039,NA,NA,NA
ENSG00000237041,729332,RPL27P8,NA
ENSG00000237053,NA,NA,NA
ENSG00000237055,107075176,MTCO1P48,NA
ENSG00000237077,NA,NA,NA
ENSG00000237085,NA,NA,NA
ENSG00000237087,NA,NA,NA
ENSG00000237126,NA,NA,NA
ENSG00000237162,100271080,RPS20P9,NA
ENSG00000237166,NA,NA,NA
ENSG00000237178,115482683,H3P7,NA
ENSG00000237179,101927577,LINC01797,NA
ENSG00000237194,NA,NA,NA
ENSG00000237217,NA,NA,NA
ENSG00000237220,NA,NA,NA
ENSG00000237223,NA,NA,NA
ENSG00000237260,111082981,PPIAP67,NA
ENSG00000237261,NA,NA,NA
ENSG00000237262,NA,NA,NA
ENSG00000237271,NA,NA,NA
ENSG00000237281,NA,NA,NA
ENSG00000237293,NA,NA,NA
ENSG00000237308,NA,NA,NA
ENSG00000237322,106480729,RPL7L1P10,NA
ENSG00000237326,NA,NA,NA
ENSG00000237370,NA,NA,NA
ENSG00000237380,NA,NA,NA
ENSG00000237383,NA,NA,NA
ENSG00000237433,645326,RPSAP11,NA
ENSG00000237442,101060039,HNRNPA1P57,NA
ENSG00000237477,NA,NA,NA
ENSG00000237492,81462,OR2L9P,NA
ENSG00000237498,NA,NA,NA
ENSG00000237522,NA,NA,NA
ENSG00000237525,NA,NA,NA
ENSG00000237532,NA,NA,NA
ENSG00000237542,107075271,MTCO3P17,NA
ENSG00000237549,644013,RPS6P3,NA
ENSG00000237566,127379728,CD24P5,NA
ENSG00000237580,NA,NA,NA
ENSG00000237581,NA,NA,NA
ENSG00000237583,100270999,RPL34P8,NA
ENSG00000237603,NA,NA,NA
ENSG00000237614,NA,NA,NA
ENSG00000237617,NA,NA,NA
ENSG00000237629,NA,NA,NA
ENSG00000237630,106480805,NIFKP9,NA
ENSG00000237633,NA,NA,NA
ENSG00000237641,100270971,RPL28P2,NA
ENSG00000237655,NA,NA,NA
ENSG00000237666,NA,NA,NA
ENSG00000237670,NA,NA,NA
ENSG00000237676,NA,NA,NA
ENSG00000237722,NA,NA,NA
ENSG00000237732,NA,NA,NA
ENSG00000237745,NA,NA,NA
ENSG00000237753,NA,NA,NA
ENSG00000237758,NA,NA,NA
ENSG00000237759,NA,NA,NA
ENSG00000237784,NA,NA,NA
ENSG00000237798,NA,NA,NA
ENSG00000237803,101929559,PIRAT1,NA
ENSG00000237804,NA,NA,NA
ENSG00000237824,100271293,RPL23AP33,NA
ENSG00000237837,NA,NA,NA
ENSG00000237844,NA,NA,NA
ENSG00000237856,NA,NA,NA
ENSG00000237877,NA,NA,NA
ENSG00000237883,NA,NA,NA
ENSG00000237887,NA,NA,NA
ENSG00000237892,NA,NA,NA
ENSG00000237910,107075143,MTCO1P18,NA
ENSG00000237916,100271017,RPL37P12,NA
ENSG00000237922,NA,NA,NA
ENSG00000237930,100129310,RPL31P14,NA
ENSG00000237939,NA,NA,NA
ENSG00000237951,NA,NA,NA
ENSG00000237953,NA,NA,NA
ENSG00000237964,NA,NA,NA
ENSG00000237979,NA,NA,NA
ENSG00000237990,NA,NA,NA
ENSG00000237991,440737,RPL35P1,NA
ENSG00000238004,NA,NA,NA
ENSG00000238008,NA,NA,NA
ENSG00000238018,NA,NA,NA
ENSG00000238029,NA,NA,NA
ENSG00000238038,NA,NA,NA
ENSG00000238046,100873260,MTND5P22,NA
ENSG00000238065,NA,NA,NA
ENSG00000238069,100271047,RPLP0P7,NA
ENSG00000238075,402123,RPSAP32,NA
ENSG00000238082,NA,NA,NA
ENSG00000238085,NA,NA,NA
ENSG00000238111,100271060,RPS13P4,NA
ENSG00000238138,NA,NA,NA
ENSG00000238162,NA,NA,NA
ENSG00000238165,NA,NA,NA
ENSG00000238171,NA,NA,NA
ENSG00000238180,100270954,RPL21P34,NA
ENSG00000238201,NA,NA,NA
ENSG00000238224,NA,NA,NA
ENSG00000238225,NA,NA,NA
ENSG00000238236,107075120,MTCYBP14,NA
ENSG00000238250,NA,NA,NA
ENSG00000238259,NA,NA,NA
ENSG00000238273,NA,NA,NA
ENSG00000238277,NA,NA,NA
ENSG00000238285,NA,NA,NA
ENSG00000238357,106480823,RNU7-148P,NA
ENSG00000238379,100873374,RNA5SP103,NA
ENSG00000238382,106480096,RNU6-1211P,NA
ENSG00000238493,106480561,RNU6-221P,NA
ENSG00000238542,106480448,RNU7-104P,NA
ENSG00000238619,106479909,RNU6-775P,NA
ENSG00000238698,106480451,RNU7-147P,NA
ENSG00000238719,106480361,RNU7-96P,NA
ENSG00000238735,106479068,RNU7-113P,NA
ENSG00000238788,106480831,RNU7-182P,NA
ENSG00000238812,106480362,RNU7-127P,NA
ENSG00000238813,NA,NA,NA
ENSG00000238829,100147832,RNU7-45P,NA
ENSG00000238830,100147833,RNU7-46P,NA
ENSG00000238912,NA,NA,NA
ENSG00000238962,106481803,RNU7-176P,NA
ENSG00000239053,106481801,RNU7-138P,NA
ENSG00000239108,106481937,RNU6-1132P,NA
ENSG00000239143,NA,NA,NA
ENSG00000239185,106479096,RNU7-190P,NA
ENSG00000239189,106479847,RNU6-634P,NA
ENSG00000239202,106481059,RN7SL499P,NA
ENSG00000239300,NA,NA,NA
ENSG00000239322,101927750,ATP6V1B1-AS1,NA
ENSG00000239395,NA,NA,NA
ENSG00000239396,106481036,RN7SL414P,NA
ENSG00000239402,NA,NA,NA
ENSG00000239498,NA,NA,NA
ENSG00000239571,28881,IGKV2D-30,NA
ENSG00000239649,NA,NA,NA
ENSG00000239690,106479466,RN7SL668P,NA
ENSG00000239819,28904,IGKV1D-8,NA
ENSG00000239855,28943,IGKV1-6,NA
ENSG00000239862,28931,IGKV1-37,NA
ENSG00000239899,NA,NA,NA
ENSG00000239951,28912,IGKV3-20,NA
ENSG00000239958,106480936,RN7SL51P,NA
ENSG00000239975,28896,IGKV1D-33,NA
ENSG00000239995,NA,NA,NA
ENSG00000240040,NA,NA,NA
ENSG00000240069,22945,GPAA1P1,NA
ENSG00000240183,106479330,RN7SL297P,NA
ENSG00000240253,100288897,FAR2P3,NA
ENSG00000240286,NA,NA,NA
ENSG00000240302,106481118,RN7SL717P,NA
ENSG00000240317,106480531,RN7SL764P,NA
ENSG00000240350,NA,NA,NA
ENSG00000240356,NA,NA,NA
ENSG00000240382,28937,IGKV1-17,NA
ENSG00000240401,NA,NA,NA
ENSG00000240440,NA,NA,NA
ENSG00000240502,106480536,RN7SL837P,NA
ENSG00000240671,28942,IGKV1-8,NA
ENSG00000240761,NA,NA,NA
ENSG00000240864,28938,IGKV1-16,NA
ENSG00000240935,NA,NA,NA
ENSG00000240960,NA,NA,NA
ENSG00000240963,NA,NA,NA
ENSG00000240977,106479325,RN7SL283P,NA
ENSG00000240980,NA,NA,NA
ENSG00000241064,106480371,RN7SL110P,NA
ENSG00000241074,106480534,RN7SL813P,NA
ENSG00000241114,NA,NA,NA
ENSG00000241159,106480964,RN7SL160P,NA
ENSG00000241221,107075240,MTND4LP17,NA
ENSG00000241227,106480518,RN7SL553P,NA
